no,offer date,security code,offer price,opening price,fileprice min,fileprice max,industry,founding year,trading unit,total offering,primary offering,secondary offering,over allotment,OTC dummy,market dummy,Nomura dummy,Daiwa dummy,Nikko dummy,Mizuho dummy,SBI dummy
244,20150319,3223,1650,1903,1500,1650,27,2004,100,290900,150000,103000,37900,0,1,0,0,0,1,0
245,20150319,3224,1800,2010,1700,1800,27,2000,100,439600,200000,182300,57300,0,1,0,0,1,0,0
246,20150319,3909,1800,5290,1680,1800,25,1996,100,345000,150000,150000,45000,0,1,1,0,0,0,0
247,20150324,1430,1600,2000,1530,1600,3,2011,100,738800,252500,390000,96300,0,1,0,0,0,1,0
248,20150324,6038,1400,2050,1300,1400,33,2000,100,1091000,350000,598700,142300,0,1,1,0,0,0,0
249,20150324,3445,2750,2100,2550,2750,14,2010,100,1242000,330000,750000,162000,0,1,0,0,0,0,1
250,20150325,3131,2740,3075,2640,2740,26,1995,100,144900,100000,26000,18900,0,1,0,0,1,0,0
251,20150325,3457,3600,5300,3430,3600,32,2009,100,214000,123000,63100,27900,0,1,0,0,1,0,0
252,20150325,3911,920,1032,900,920,25,2011,100,6440000,2400000,3200000,840000,0,1,1,0,0,0,0
253,20150326,6039,1130,1630,1080,1130,33,2005,100,834000,133000,592300,108700,0,1,0,0,1,0,0
254,20150326,7813,3260,5550,3000,3260,19,1992,100,185600,120000,41400,24200,0,1,0,1,0,0,0
255,20150326,3912,1410,2812,1310,1410,25,2001,100,1081000,245000,702000,134000,0,1,0,0,0,0,1
256,20150327,3913,2520,4000,2400,2520,25,2007,100,432500,168400,209100,55000,0,1,0,0,1,0,0
257,20150408,4592,2000,1710,1600,2000,8,2013,100,7475000,4000000,2500000,975000,0,1,1,0,0,0,0
258,20150417,3133,1020,1800,950,1020,27,2003,100,690000,300000,300000,90000,0,1,1,0,0,0,0
259,20150420,3134,2530,4230,2230,2530,27,1998,100,456500,310000,87000,59500,0,1,0,0,0,1,0
260,20150421,3458,3620,3355,3450,3620,32,2009,100,1676500,1457900,0,218600,0,0,0,0,1,0,0
261,20150422,6040,3570,3925,3330,3570,33,2005,100,715300,62000,560000,93300,0,1,1,0,0,0,0
262,20150424,6045,1750,2680,1630,1750,33,2005,100,424000,369000,0,55000,0,1,0,0,0,0,1
263,20150424,6044,1540,2112,1440,1540,33,1977,100,575000,250000,250000,75000,0,1,1,0,0,0,0
264,20150428,3914,2390,8040,2090,2390,25,2001,100,287500,200000,50000,37500,0,1,0,0,1,0,0
265,20150428,6047,1520,1520,1460,1520,33,2012,100,6796500,3500000,2410000,886500,0,1,1,0,0,0,0
266,20150428,6046,2400,3070,2100,2400,33,2011,100,880000,250000,550000,80000,0,1,0,0,0,0,0
267,20150430,6048,2750,4150,2450,2750,33,2005,100,690000,400000,200000,90000,0,1,0,0,0,1,0
268,20150430,3915,1700,7650,1580,1700,25,2006,100,230000,200000,0,30000,0,1,0,1,0,0,0
269,20150616,9417,1580,7030,1500,1580,25,1947,100,391000,280000,60000,51000,0,1,0,1,0,0,0
270,20150616,4593,1200,1470,1100,1200,8,2011,100,6969000,6060000,0,909000,0,1,1,0,0,0,0
271,20150617,3135,1500,4005,1430,1500,27,2006,100,494500,200000,230000,64500,0,1,0,0,1,0,0
272,20150618,3916,1300,4500,1200,1300,25,2002,100,552000,250000,230000,72000,0,1,0,0,0,0,0
273,20150624,3136,600,1320,550,600,27,1964,100,184000,100000,60000,24000,0,1,0,0,0,0,0
274,20150624,6166,1700,1901,1640,1700,15,1970,100,2245900,600000,1353000,292900,0,1,1,0,0,0,0
275,20150625,6167,530,800,500,530,15,1956,100,5077000,0,5077000,662000,0,0,1,0,0,0,0
276,20150625,7780,1700,2950,1630,1700,18,1943,100,2645000,1500000,800000,345000,0,0,0,1,0,0,0
277,20150625,3137,765,1546,725,765,27,2000,100,1156900,300000,706000,150900,0,1,0,0,1,0,0
278,20150629,6239,1600,2250,1440,1600,15,2004,100,450000,300000,100000,50000,0,1,0,0,1,0,0
279,20150707,3138,2650,6000,2500,2650,27,2002,100,206700,50000,129800,26900,0,1,0,0,0,1,0
280,20150708,7812,960,1751,910,960,19,1984,100,463900,191000,213900,59000,0,1,0,0,0,0,0
281,20150710,7781,2130,2758,2030,2130,18,1967,100,483000,260000,160000,63000,0,1,0,0,0,1,0
282,20150716,3917,1200,6350,1150,1200,25,2008,100,379500,250000,80000,49500,0,1,1,0,0,0,0
283,20150729,4980,1600,1550,1450,1600,7,2012,100,54049000,0,49363000,4686000,0,0,0,1,0,0,0
284,20150730,6049,1930,2010,1630,1930,33,2006,100,3358000,1230000,1690000,438000,0,1,0,0,1,0,0
285,20150804,3918,2530,6820,2330,2530,25,2005,100,414000,200000,160000,54000,0,1,0,0,0,1,0
286,20150805,1431,800,910,740,800,3,1997,100,172500,150000,0,22500,0,1,0,0,0,0,0
287,20150811,3461,1350,2302,1250,1350,32,1969,100,450000,235000,165000,50000,0,1,0,0,0,0,0
288,20150826,6171,1250,1220,1200,1250,33,1985,100,1299500,700000,430000,169500,0,0,1,0,0,0,0
289,20150828,3139,1400,1400,1300,1400,26,1998,100,1580100,780000,594000,206100,0,0,1,0,0,0,0
290,20150828,6172,3300,3040,3000,3300,33,2007,100,3003000,1152000,1578000,273000,0,1,0,0,1,0,0
291,20150831,6173,1250,1521,1150,1250,33,1995,100,340000,300000,0,40000,0,1,0,0,0,0,0
292,20150902,3415,2870,3440,2770,2870,27,2008,100,384100,119000,215000,50100,0,1,0,0,1,0,0
293,20150902,1433,2500,3125,2400,2500,3,1974,100,299000,220000,40000,39000,0,1,0,0,0,0,0
294,20150908,1434,540,569,510,540,3,1970,100,2300000,1600000,400000,300000,0,0,1,0,0,0,0
295,20150914,3416,1870,2521,1830,1870,27,2005,100,526300,180000,277900,68400,0,1,1,0,0,0,0
296,20150915,3920,2920,10250,2840,2920,25,2002,100,425200,160000,209800,55400,0,1,1,0,0,0,0
297,20150917,6176,450,647,400,450,33,2000,100,2760000,1200000,1200000,360000,0,1,0,1,0,0,0
298,20151015,6177,1200,1750,1140,1200,33,2012,100,1485800,178000,1114000,193800,0,1,1,0,0,0,0
299,20151022,4594,450,414,450,550,8,2003,100,14435800,6500000,6052900,1882900,0,1,0,0,0,1,0
300,20151023,6180,2740,5510,2500,2740,33,2000,100,539100,396000,72800,70300,0,1,0,1,0,0,0
301,20151027,6181,1260,4000,1160,1260,33,2004,100,662400,248000,328000,86400,0,1,0,0,1,0,0
302,20151028,3418,2500,5750,2350,2500,27,1991,100,566900,255000,238000,73900,0,1,0,0,1,0,0
303,20151104,7182,1450,1680,1250,1450,28,2006,100,412442300,0,412442300,0,0,0,1,0,0,0,0
304,20151104,7181,2200,2929,1900,2200,30,2006,100,66000000,0,66000000,0,0,0,1,0,0,0,0
305,20151104,6178,1400,1631,1100,1400,33,2006,100,495000000,0,495000000,0,0,0,1,0,0,0,0
306,20151119,7183,1460,5730,1320,1460,31,2002,100,240000,110000,100000,30000,0,1,0,0,0,0,1
307,20151119,6182,695,3705,645,695,33,1952,100,400000,347900,0,52100,0,1,0,0,1,0,0
308,20151120,6183,1555,1478,1500,1720,33,2014,100,37378300,3102900,29400000,4875400,0,0,0,0,1,0,0
309,20151127,3921,2900,14550,2710,2900,25,1992,100,253000,110000,110000,33000,0,1,0,0,1,0,0
310,20151203,1435,1870,3615,1730,1870,3,2006,100,1253500,420000,670000,163500,0,1,0,0,0,0,1
311,20151204,6184,1000,2806,920,1000,33,1984,100,575000,150000,350000,75000,0,1,0,0,1,0,0
312,20151209,3923,1080,3550,920,1080,25,2000,100,460000,400000,0,60000,0,1,0,0,0,1,0
313,20151211,3924,1760,3580,1710,1760,25,2015,100,487000,323500,100000,63500,0,0,1,0,0,0,0
314,20151215,3925,2190,5010,2030,2190,25,2012,100,705000,200000,475000,30000,0,1,0,0,0,0,1
315,20151216,6464,1550,1620,1500,1650,15,2007,100,20228000,0,19264700,963300,0,0,1,0,0,0,0
315,20151216,6464,1550,1620,1500,1650,15,2007,100,20228000,0,19264700,963300,0,0,1,0,0,0,0
316,20151217,4595,1100,2822,980,1100,8,1977,100,374900,217500,108500,48900,0,1,0,0,0,0,0
317,20151217,3926,3820,4710,3500,3820,25,1997,100,943000,50000,773000,120000,0,1,0,0,0,1,0
318,20151218,3419,420,614,380,420,26,1991,100,230000,200000,0,30000,0,1,0,0,0,0,0
319,20151218,3927,1360,4925,1230,1360,25,2001,100,575000,300000,200000,75000,0,1,0,0,1,0,0
320,20151218,6238,3200,3220,3000,3200,15,2006,100,1683600,732000,732000,219600,0,0,1,0,0,0,0
321,20151221,9416,2000,2213,1800,2000,25,2001,100,2639200,1870000,425000,344200,0,1,0,0,0,1,0
322,20151221,3928,1680,2005,1500,1680,25,2006,100,982100,600000,254000,128100,0,1,0,1,0,0,0
323,20151222,3464,1400,3010,1360,1400,32,2004,100,575000,460000,40000,75000,0,1,1,0,0,0,0
324,20151222,6185,2300,5500,2150,2300,33,2000,100,690000,600000,0,90000,0,1,0,1,0,0,0
325,20151224,3465,1200,1282,1130,1200,32,1990,100,2415000,1050000,1050000,315000,0,0,0,1,0,0,0
326,20151224,3929,1600,2511,1480,1600,25,2006,100,621000,170000,370000,81000,0,1,0,0,0,0,1
327,20151225,6186,1210,1236,1150,1210,33,1991,100,2313900,1500000,512100,301800,0,0,1,0,0,0,0
328,20160224,3930,800,3025,700,800,25,2001,100,868200,370000,385000,113200,0,1,0,0,1,0,0
329,20160302,3931,1280,3215,1220,1280,25,2016,100,368000,320000,0,48000,0,1,0,0,0,0,0
330,20160303,7811,1470,1480,1440,1470,19,1988,100,1288900,550000,570800,168100,0,0,1,0,0,0,0
331,20160304,2884,880,1320,820,880,4,2008,100,345000,300000,0,45000,0,1,0,1,0,0,0
332,20160309,2424,4370,4650,4000,4370,33,1998,100,230000,200000,0,30000,0,1,0,0,0,0,0
333,20160311,1436,1890,1741,1750,1890,3,2009,100,1170000,1070000,0,100000,0,1,0,0,0,0,1
334,20160314,6187,1000,1880,930,1000,33,2005,100,1768700,320000,1218000,230700,0,1,1,0,0,0,0
335,20160315,7184,470,500,440,470,28,1944,100,6500000,5660000,0,840000,0,0,0,1,0,0,0
336,20160315,6615,3000,2480,3000,3100,16,1968,100,2372400,1613000,450000,309400,0,0,0,0,0,1,0
337,20160315,6188,890,1010,800,890,33,1984,100,809600,352000,352000,105600,0,1,1,0,0,0,0
338,20160316,3537,1350,2001,1330,1350,26,1960,100,345000,200000,100000,45000,0,1,0,1,0,0,0
339,20160317,3932,1930,1775,1800,1930,25,2010,100,3795000,2200000,1100000,495000,0,1,1,0,0,0,0
340,20160318,9466,1440,1230,1300,1440,25,1979,100,1840000,700000,900000,240000,0,1,0,0,0,1,0
341,20160318,6237,2000,2050,1900,2000,15,1956,100,690000,600000,0,90000,0,0,0,1,0,0,0
342,20160318,6190,2400,2350,1800,2400,33,2002,100,471500,300000,110000,61500,0,1,0,0,1,0,0
343,20160318,6189,2000,3200,1900,2000,33,2015,100,2076300,1250000,576300,250000,0,1,0,0,0,0,0
344,20160318,3467,1730,3505,1670,1730,32,2009,100,276000,240000,0,36000,0,1,0,0,0,1,0
345,20160318,7185,830,830,800,830,29,2004,100,1265000,570000,530000,165000,0,1,1,0,0,0,0
346,20160322,3933,810,2151,730,810,25,1997,100,525500,140000,317000,68500,0,1,0,0,0,1,0
347,20160324,3934,1980,3310,1680,1980,25,1996,100,517500,250000,200000,67500,0,1,0,1,0,0,0
348,20160324,3538,1880,1729,1730,1880,27,2007,100,602700,400100,124000,78600,0,1,0,0,0,1,0
349,20160331,6191,1800,2670,1660,1800,33,2007,100,1146700,620000,377200,149500,0,1,0,0,0,0,1
350,20160331,3922,1340,2130,1220,1340,25,2005,100,874000,460000,300000,114000,0,1,0,0,0,0,1
351,20160405,6192,950,2750,850,950,33,2005,100,540000,470000,0,70000,0,1,0,0,1,0,0
352,20160408,3504,680,757,620,680,5,2012,100,1823800,1016000,642000,165800,0,1,0,0,0,0,0
353,20160415,3935,1630,3165,1510,1630,25,1999,100,279400,160000,83000,36400,0,1,0,0,0,0,1
354,20160419,3936,2960,14000,2760,2960,25,2004,100,149500,100000,30000,19500,0,1,0,1,0,0,0
355,20160421,3539,1010,1040,910,1010,27,1978,100,4830000,3750000,450000,630000,0,0,0,0,0,1,0
356,20160615,6195,1400,3220,1300,1400,33,1993,100,308700,110000,158500,40200,0,1,0,0,0,1,0
357,20160615,6194,5400,12720,5030,5400,33,2003,100,257600,95000,129000,33600,0,1,0,1,0,0,0
358,20160616,3541,1050,1870,1010,1050,26,2007,100,425500,270000,100000,55500,0,1,0,1,0,0,0
359,20160617,2820,1690,1751,1650,1690,4,1975,100,1230500,720000,350000,160500,0,1,0,0,0,1,0
360,20160621,6196,3440,7770,2940,3440,33,1997,100,261600,166000,61500,34100,0,1,0,0,1,0,0
361,20160621,3937,2490,8350,2290,2490,25,2005,100,126500,110000,0,16500,0,1,0,0,0,0,1
362,20160622,7187,3100,4170,3000,3100,31,2004,100,327000,150000,135000,42000,0,1,0,0,0,1,0
363,20160623,6193,1090,1235,1030,1090,33,1999,100,1246600,120000,964000,162600,0,1,1,0,0,0,0
364,20160627,6198,1950,3870,1850,1950,33,2009,100,569200,150000,345000,74200,0,1,0,0,1,0,0
365,20160628,3542,1600,2000,1440,1600,27,2004,100,966000,410000,430000,126000,0,1,1,0,0,0,0
366,20160629,3543,1960,1867,1780,1960,26,2014,100,30700000,0,26700000,4000000,0,0,0,1,0,0,0
367,20160629,6197,2300,1222,1270,1400,33,1968,100,11310000,0,9835000,1475000,0,0,0,0,1,0,0
368,20160701,6199,1500,3900,1360,1500,33,1987,100,936100,406000,408000,122100,0,1,0,0,1,0,0
369,20160715,3938,3300,4900,2900,3300,25,2000,100,40250000,35000000,0,5250000,0,0,1,0,0,0,0
370,20160721,6200,520,810,460,520,33,2002,100,2242500,700000,1250000,292500,0,1,0,0,0,1,0
371,20160721,3469,1110,2520,1010,1110,32,2006,100,506000,200000,240000,66000,0,1,0,0,0,0,1
372,20160728,6531,1700,2770,1500,1700,33,2003,100,189500,90000,74800,24700,0,1,0,1,0,0,0
373,20160831,3545,1630,2300,1500,1630,27,2004,100,1265000,1100000,0,165000,0,1,0,1,0,0,0
374,20160902,6532,2100,1963,2100,2360,33,2014,100,13489900,50000,11680400,1759500,0,1,1,0,0,0,0
375,20160914,6533,1540,2900,1400,1540,33,2009,100,414500,130000,230500,54000,0,1,0,0,0,1,0
376,20160914,3939,3000,8600,2760,3000,25,2000,100,253000,54000,166000,33000,0,1,1,0,0,0,0
377,20160914,3547,3900,4425,3610,3900,27,2002,100,416800,250000,112500,54300,0,1,0,1,0,0,0
378,20160916,3940,960,1450,920,960,25,1986,100,547900,342000,134500,71400,0,1,0,0,0,1,0
379,20160926,3960,2040,4315,1860,2040,25,2006,100,336900,268000,25000,43900,0,1,0,0,1,0,0
380,20160927,3962,1200,2999,1080,1200,25,2003,100,490000,280000,210000,0,0,1,0,0,0,0,1
381,20160927,3961,900,2622,850,900,25,1998,100,598000,320000,200000,78000,0,1,0,1,0,0,0
382,20160929,3963,2100,2970,1960,2100,25,2003,100,805000,400000,300000,105000,0,1,1,0,0,0,0
383,20160930,3474,3240,5000,3080,3240,32,2003,100,251800,150000,69000,32800,0,1,0,0,1,0,0
384,20161007,3965,2000,4600,1960,2000,25,1990,100,184000,160000,0,24000,0,1,1,0,0,0,0
385,20161012,4189,1380,1306,1330,1670,7,2010,100,30376500,2614400,23800000,3962100,0,0,0,0,0,1,0
386,20161017,7190,1450,1390,1400,1450,29,2005,100,1047200,531000,381100,135100,0,0,0,0,1,0,0
387,20161021,3966,2510,2908,2190,2510,25,2008,100,846700,543000,193300,110400,0,1,0,0,0,1,0
388,20161025,9142,2600,3100,2400,2600,21,1987,100,160000000,0,160000000,0,0,0,0,0,0,0,0
389,20161027,6535,1320,1230,1220,1320,33,2007,100,6373800,3330000,2220000,823800,0,1,0,0,0,0,1
390,20161101,3548,2000,1900,2000,2240,27,2003,100,13776700,4200000,7789800,1786900,0,0,0,1,0,0,0
391,20161101,1438,1150,1191,1000,1150,3,1966,100,460000,400000,0,60000,0,1,0,0,0,0,0
392,20161118,3267,1310,4000,1190,1310,3,2005,100,345000,200000,100000,45000,0,1,0,0,0,0,1
393,20161122,6537,2300,3240,2090,2300,33,2001,100,1279300,620000,492500,166800,0,1,1,0,0,0,0
394,20161129,3967,1790,6510,1650,1790,25,2012,100,248500,150000,66100,32400,0,1,0,0,0,0,1
395,20161129,3550,3030,3810,2930,3030,27,2005,100,727100,51000,610000,66100,0,1,0,0,1,0,0
396,20161129,5704,960,1816,920,960,13,1992,100,1150000,970000,30000,150000,0,1,1,0,0,0,0
397,20161207,7191,630,854,570,630,31,2006,100,2605000,1430000,836000,339000,0,1,0,0,0,1,0
398,20161208,3475,1950,2582,1850,1950,32,2005,100,634800,377000,175000,82800,0,1,1,0,0,0,0
