no,Offer Date,security code,industry,market dummy,Nomura dummy,Daiwa dummy,Nikko dummy,Mizuho dummy,SBI dummy,offering price,opening price,trading unit,fileprice min,fileprice max,total offering,primary offering,secondary offering,over allotment,founding year
258,20150417,3133,27,1,1,0,0,0,0,1020,1800,100,950,1020,690000,300000,300000,90000,2003
259,20150420,3134,27,1,0,0,0,1,0,2530,4230,100,2230,2530,456500,310000,87000,59500,1998
260,20150421,3458,32,0,0,0,1,0,0,3620,3355,100,3450,3620,1676500,1457900,0,218600,2009
261,20150422,6040,33,1,1,0,0,0,0,3570,3925,100,3330,3570,715300,62000,560000,93300,2005
262,20150424,6045,33,1,0,0,0,0,1,1750,2680,100,1630,1750,424000,369000,0,55000,2005
263,20150424,6044,33,1,1,0,0,0,0,1540,2112,100,1440,1540,575000,250000,250000,75000,1977
264,20150428,3914,25,1,0,0,1,0,0,2390,8040,100,2090,2390,287500,200000,50000,37500,2001
265,20150428,6047,33,1,1,0,0,0,0,1520,1520,100,1460,1520,6796500,3500000,2410000,886500,2012
266,20150428,6046,33,1,0,0,0,0,0,2400,3070,100,2100,2400,880000,250000,550000,80000,2011
267,20150430,6048,33,1,0,0,0,1,0,2750,4150,100,2450,2750,690000,400000,200000,90000,2005
268,20150430,3915,25,1,0,1,0,0,0,1700,7650,100,1580,1700,230000,200000,0,30000,2006
269,20150616,9417,25,1,0,1,0,0,0,1580,7030,100,1500,1580,391000,280000,60000,51000,1947
270,20150616,4593,8,1,1,0,0,0,0,1200,1470,100,1100,1200,6969000,6060000,0,909000,2011
271,20150617,3135,27,1,0,0,1,0,0,1500,4005,100,1430,1500,494500,200000,230000,64500,2006
272,20150618,3916,25,1,0,0,0,0,0,1300,4500,100,1200,1300,552000,250000,230000,72000,2002
273,20150624,3136,27,1,0,0,0,0,0,600,1320,100,550,600,184000,100000,60000,24000,1964
274,20150624,6166,15,1,1,0,0,0,0,1700,1901,100,1640,1700,2245900,600000,1353000,292900,1970
275,20150625,6167,15,0,1,0,0,0,0,530,800,100,500,530,5077000,0,5077000,662000,1956
276,20150625,7780,18,0,0,1,0,0,0,1700,2950,100,1630,1700,2645000,1500000,800000,345000,1943
277,20150625,3137,27,1,0,0,1,0,0,765,1546,100,725,765,1156900,300000,706000,150900,2000
278,20150629,6239,15,1,0,0,1,0,0,1600,2250,100,1440,1600,450000,300000,100000,50000,2004
279,20150707,3138,27,1,0,0,0,1,0,2650,6000,100,2500,2650,206700,50000,129800,26900,2002
280,20150708,7812,19,1,0,0,0,0,0,960,1751,100,910,960,463900,191000,213900,59000,1984
281,20150710,7781,18,1,0,0,0,1,0,2130,2758,100,2030,2130,483000,260000,160000,63000,1967
282,20150716,3917,25,1,1,0,0,0,0,1200,6350,100,1150,1200,379500,250000,80000,49500,2008
283,20150729,4980,7,0,0,1,0,0,0,1600,1550,100,1450,1600,54049000,0,49363000,4686000,2012
284,20150730,6049,33,1,0,0,1,0,0,1930,2010,100,1630,1930,3358000,1230000,1690000,438000,2006
285,20150804,3918,25,1,0,0,0,1,0,2530,6820,100,2330,2530,414000,200000,160000,54000,2005
286,20150805,1431,3,1,0,0,0,0,0,800,910,100,740,800,172500,150000,0,22500,1997
287,20150811,3461,32,1,0,0,0,0,0,1350,2302,100,1250,1350,450000,235000,165000,50000,1969
288,20150826,6171,33,0,1,0,0,0,0,1250,1220,100,1200,1250,1299500,700000,430000,169500,1985
289,20150828,3139,26,0,1,0,0,0,0,1400,1400,100,1300,1400,1580100,780000,594000,206100,1998
290,20150828,6172,33,1,0,0,1,0,0,3300,3040,100,3000,3300,3003000,1152000,1578000,273000,2007
291,20150831,6173,33,1,0,0,0,0,0,1250,1521,100,1150,1250,340000,300000,0,40000,1995
292,20150902,3415,27,1,0,0,1,0,0,2870,3440,100,2770,2870,384100,119000,215000,50100,2008
293,20150902,1433,3,1,0,0,0,0,0,2500,3125,100,2400,2500,299000,220000,40000,39000,1974
294,20150908,1434,3,0,1,0,0,0,0,540,569,100,510,540,2300000,1600000,400000,300000,1970
295,20150914,3416,27,1,1,0,0,0,0,1870,2521,100,1830,1870,526300,180000,277900,68400,2005
296,20150915,3920,25,1,1,0,0,0,0,2920,10250,100,2840,2920,425200,160000,209800,55400,2002
297,20150917,6176,33,1,0,1,0,0,0,450,647,100,400,450,2760000,1200000,1200000,360000,2000
298,20151015,6177,33,1,1,0,0,0,0,1200,1750,100,1140,1200,1485800,178000,1114000,193800,2012
299,20151022,4594,8,1,0,0,0,1,0,450,414,100,450,550,14435800,6500000,6052900,1882900,2003
300,20151023,6180,33,1,0,1,0,0,0,2740,5510,100,2500,2740,539100,396000,72800,70300,2000
301,20151027,6181,33,1,0,0,1,0,0,1260,4000,100,1160,1260,662400,248000,328000,86400,2004
302,20151028,3418,27,1,0,0,1,0,0,2500,5750,100,2350,2500,566900,255000,238000,73900,1991
303,20151104,7182,28,0,1,0,0,0,0,1450,1680,100,1250,1450,412442300,0,412442300,0,2006
304,20151104,7181,30,0,1,0,0,0,0,2200,2929,100,1900,2200,66000000,0,66000000,0,2006
305,20151104,6178,33,0,1,0,0,0,0,1400,1631,100,1100,1400,495000000,0,495000000,0,2006
306,20151119,7183,31,1,0,0,0,0,1,1460,5730,100,1320,1460,240000,110000,100000,30000,2002
307,20151119,6182,33,1,0,0,1,0,0,695,3705,100,645,695,400000,347900,0,52100,1952
308,20151120,6183,33,0,0,0,1,0,0,1555,1478,100,1500,1720,37378300,3102900,29400000,4875400,2014
309,20151127,3921,25,1,0,0,1,0,0,2900,14550,100,2710,2900,253000,110000,110000,33000,1992
310,20151203,1435,3,1,0,0,0,0,1,1870,3615,100,1730,1870,1253500,420000,670000,163500,2006
311,20151204,6184,33,1,0,0,1,0,0,1000,2806,100,920,1000,575000,150000,350000,75000,1984
312,20151209,3923,25,1,0,0,0,1,0,1080,3550,100,920,1080,460000,400000,0,60000,2000
313,20151211,3924,25,0,1,0,0,0,0,1760,3580,100,1710,1760,487000,323500,100000,63500,2015
314,20151215,3925,25,1,0,0,0,0,1,2190,5010,100,2030,2190,705000,200000,475000,30000,2012
315,20151216,6464,15,0,1,0,0,0,0,1550,1620,100,1500,1650,20228000,0,19264700,963300,2007
315,20151216,6464,15,0,1,0,0,0,0,1550,1620,100,1500,1650,20228000,0,19264700,963300,2007
316,20151217,4595,8,1,0,0,0,0,0,1100,2822,100,980,1100,374900,217500,108500,48900,1977
317,20151217,3926,25,1,0,0,0,1,0,3820,4710,100,3500,3820,943000,50000,773000,120000,1997
318,20151218,3419,26,1,0,0,0,0,0,420,614,100,380,420,230000,200000,0,30000,1991
319,20151218,3927,25,1,0,0,1,0,0,1360,4925,100,1230,1360,575000,300000,200000,75000,2001
320,20151218,6238,15,0,1,0,0,0,0,3200,3220,100,3000,3200,1683600,732000,732000,219600,2006
321,20151221,9416,25,1,0,0,0,1,0,2000,2213,100,1800,2000,2639200,1870000,425000,344200,2001
322,20151221,3928,25,1,0,1,0,0,0,1680,2005,100,1500,1680,982100,600000,254000,128100,2006
323,20151222,3464,32,1,1,0,0,0,0,1400,3010,100,1360,1400,575000,460000,40000,75000,2004
324,20151222,6185,33,1,0,1,0,0,0,2300,5500,100,2150,2300,690000,600000,0,90000,2000
325,20151224,3465,32,0,0,1,0,0,0,1200,1282,100,1130,1200,2415000,1050000,1050000,315000,1990
326,20151224,3929,25,1,0,0,0,0,1,1600,2511,100,1480,1600,621000,170000,370000,81000,2006
327,20151225,6186,33,0,1,0,0,0,0,1210,1236,100,1150,1210,2313900,1500000,512100,301800,1991
328,20160224,3930,25,1,0,0,1,0,0,800,3025,100,700,800,868200,370000,385000,113200,2001
329,20160302,3931,25,1,0,0,0,0,0,1280,3215,100,1220,1280,368000,320000,0,48000,2016
330,20160303,7811,19,0,1,0,0,0,0,1470,1480,100,1440,1470,1288900,550000,570800,168100,1988
331,20160304,2884,4,1,0,1,0,0,0,880,1320,100,820,880,345000,300000,0,45000,2008
332,20160309,2424,33,1,0,0,0,0,0,4370,4650,100,4000,4370,230000,200000,0,30000,1998
333,20160311,1436,3,1,0,0,0,0,1,1890,1741,100,1750,1890,1170000,1070000,0,100000,2009
334,20160314,6187,33,1,1,0,0,0,0,1000,1880,100,930,1000,1768700,320000,1218000,230700,2005
335,20160315,7184,28,0,0,1,0,0,0,470,500,100,440,470,6500000,5660000,0,840000,1944
336,20160315,6615,16,0,0,0,0,1,0,3000,2480,100,3000,3100,2372400,1613000,450000,309400,1968
337,20160315,6188,33,1,1,0,0,0,0,890,1010,100,800,890,809600,352000,352000,105600,1984
338,20160316,3537,26,1,0,1,0,0,0,1350,2001,100,1330,1350,345000,200000,100000,45000,1960
339,20160317,3932,25,1,1,0,0,0,0,1930,1775,100,1800,1930,3795000,2200000,1100000,495000,2010
340,20160318,9466,25,1,0,0,0,1,0,1440,1230,100,1300,1440,1840000,700000,900000,240000,1979
341,20160318,6237,15,0,0,1,0,0,0,2000,2050,100,1900,2000,690000,600000,0,90000,1956
342,20160318,6190,33,1,0,0,1,0,0,2400,2350,100,1800,2400,471500,300000,110000,61500,2002
343,20160318,6189,33,1,0,0,0,0,0,2000,3200,100,1900,2000,2076300,1250000,576300,250000,2015
344,20160318,3467,32,1,0,0,0,1,0,1730,3505,100,1670,1730,276000,240000,0,36000,2009
345,20160318,7185,29,1,1,0,0,0,0,830,830,100,800,830,1265000,570000,530000,165000,2004
346,20160322,3933,25,1,0,0,0,1,0,810,2151,100,730,810,525500,140000,317000,68500,1997
347,20160324,3934,25,1,0,1,0,0,0,1980,3310,100,1680,1980,517500,250000,200000,67500,1996
348,20160324,3538,27,1,0,0,0,1,0,1880,1729,100,1730,1880,602700,400100,124000,78600,2007
349,20160331,6191,33,1,0,0,0,0,1,1800,2670,100,1660,1800,1146700,620000,377200,149500,2007
350,20160331,3922,25,1,0,0,0,0,1,1340,2130,100,1220,1340,874000,460000,300000,114000,2005
351,20160405,6192,33,1,0,0,1,0,0,950,2750,100,850,950,540000,470000,0,70000,2005
352,20160408,3504,5,1,0,0,0,0,0,680,757,100,620,680,1823800,1016000,642000,165800,2012
353,20160415,3935,25,1,0,0,0,0,1,1630,3165,100,1510,1630,279400,160000,83000,36400,1999
354,20160419,3936,25,1,0,1,0,0,0,2960,14000,100,2760,2960,149500,100000,30000,19500,2004
355,20160421,3539,27,0,0,0,0,1,0,1010,1040,100,910,1010,4830000,3750000,450000,630000,1978
356,20160615,6195,33,1,0,0,0,1,0,1400,3220,100,1300,1400,308700,110000,158500,40200,1993
357,20160615,6194,33,1,0,1,0,0,0,5400,12720,100,5030,5400,257600,95000,129000,33600,2003
358,20160616,3541,26,1,0,1,0,0,0,1050,1870,100,1010,1050,425500,270000,100000,55500,2007
359,20160617,2820,4,1,0,0,0,1,0,1690,1751,100,1650,1690,1230500,720000,350000,160500,1975
360,20160621,6196,33,1,0,0,1,0,0,3440,7770,100,2940,3440,261600,166000,61500,34100,1997
361,20160621,3937,25,1,0,0,0,0,1,2490,8350,100,2290,2490,126500,110000,0,16500,2005
362,20160622,7187,31,1,0,0,0,1,0,3100,4170,100,3000,3100,327000,150000,135000,42000,2004
363,20160623,6193,33,1,1,0,0,0,0,1090,1235,100,1030,1090,1246600,120000,964000,162600,1999
364,20160627,6198,33,1,0,0,1,0,0,1950,3870,100,1850,1950,569200,150000,345000,74200,2009
365,20160628,3542,27,1,1,0,0,0,0,1600,2000,100,1440,1600,966000,410000,430000,126000,2004
366,20160629,3543,26,0,0,1,0,0,0,1960,1867,100,1780,1960,30700000,0,26700000,4000000,2014
367,20160629,6197,33,0,0,0,1,0,0,2300,1222,100,1270,1400,11310000,0,9835000,1475000,1968
368,20160701,6199,33,1,0,0,1,0,0,1500,3900,100,1360,1500,936100,406000,408000,122100,1987
369,20160715,3938,25,0,1,0,0,0,0,3300,4900,100,2900,3300,40250000,35000000,0,5250000,2000
370,20160721,6200,33,1,0,0,0,1,0,520,810,100,460,520,2242500,700000,1250000,292500,2002
371,20160721,3469,32,1,0,0,0,0,1,1110,2520,100,1010,1110,506000,200000,240000,66000,2006
372,20160728,6531,33,1,0,1,0,0,0,1700,2770,100,1500,1700,189500,90000,74800,24700,2003
373,20160831,3545,27,1,0,1,0,0,0,1630,2300,100,1500,1630,1265000,1100000,0,165000,2004
374,20160902,6532,33,1,1,0,0,0,0,2100,1963,100,2100,2360,13489900,50000,11680400,1759500,2014
375,20160914,6533,33,1,0,0,0,1,0,1540,2900,100,1400,1540,414500,130000,230500,54000,2009
376,20160914,3939,25,1,1,0,0,0,0,3000,8600,100,2760,3000,253000,54000,166000,33000,2000
377,20160914,3547,27,1,0,1,0,0,0,3900,4425,100,3610,3900,416800,250000,112500,54300,2002
378,20160916,3940,25,1,0,0,0,1,0,960,1450,100,920,960,547900,342000,134500,71400,1986
379,20160926,3960,25,1,0,0,1,0,0,2040,4315,100,1860,2040,336900,268000,25000,43900,2006
380,20160927,3962,25,1,0,0,0,0,1,1200,2999,100,1080,1200,490000,280000,210000,0,2003
381,20160927,3961,25,1,0,1,0,0,0,900,2622,100,850,900,598000,320000,200000,78000,1998
382,20160929,3963,25,1,1,0,0,0,0,2100,2970,100,1960,2100,805000,400000,300000,105000,2003
383,20160930,3474,32,1,0,0,1,0,0,3240,5000,100,3080,3240,251800,150000,69000,32800,2003
384,20161007,3965,25,1,1,0,0,0,0,2000,4600,100,1960,2000,184000,160000,0,24000,1990
385,20161012,4189,7,0,0,0,0,1,0,1380,1306,100,1330,1670,30376500,2614400,23800000,3962100,2010
386,20161017,7190,29,0,0,0,1,0,0,1450,1390,100,1400,1450,1047200,531000,381100,135100,2005
387,20161021,3966,25,1,0,0,0,1,0,2510,2908,100,2190,2510,846700,543000,193300,110400,2008
388,20161025,9142,21,0,0,0,0,0,0,2600,3100,100,2400,2600,160000000,0,160000000,0,1987
389,20161027,6535,33,1,0,0,0,0,1,1320,1230,100,1220,1320,6373800,3330000,2220000,823800,2007
390,20161101,3548,27,0,0,1,0,0,0,2000,1900,100,2000,2240,13776700,4200000,7789800,1786900,2003
391,20161101,1438,3,1,0,0,0,0,0,1150,1191,100,1000,1150,460000,400000,0,60000,1966
392,20161118,3267,3,1,0,0,0,0,1,1310,4000,100,1190,1310,345000,200000,100000,45000,2005
393,20161122,6537,33,1,1,0,0,0,0,2300,3240,100,2090,2300,1279300,620000,492500,166800,2001
394,20161129,3967,25,1,0,0,0,0,1,1790,6510,100,1650,1790,248500,150000,66100,32400,2012
395,20161129,3550,27,1,0,0,1,0,0,3030,3810,100,2930,3030,727100,51000,610000,66100,2005
396,20161129,5704,13,1,1,0,0,0,0,960,1816,100,920,960,1150000,970000,30000,150000,1992
397,20161207,7191,31,1,0,0,0,1,0,630,854,100,570,630,2605000,1430000,836000,339000,2006
398,20161208,3475,32,1,1,0,0,0,0,1950,2582,100,1850,1950,634800,377000,175000,82800,2005
